c787 .vdu31EntryPoint
ce73 .copyCharacterLineOfTextWindow
ceac .clearOneLine
cee3 .storeTextCursorXSetCarryAndReturn
cee6 .setCarryAndReturn
cee8 .validatePositionAndSetupScreenAddress
cf06 .setTextCursorScreenAddresses
cf39 .mode1or5Cursor
cf3a .mode0346Cursor
cf40 .skipIncs
cf44 .mode7Cursor
cf45 .skipInc
cf5d .plotACharacterAtGraphicsCursor
cf63 .plotACharacterWithXYAsGraphicsColourAndGCOLMode
cf6b .displayNextRowOfCharacter
cf86 .characterPatternZero
cfa6 .graphicsCursorHome
cfad .setGraphicsCursorToLeftHandColumn
cfb7 .displayACharacter
cfbf .displayACharacterAtAddress
cfdc .displayCharacterMODE7
cfe6 .writeByteToMODE7Screen
cfe9 .convertMODE7Character
cfee .displayACharacter4ColourMODE
d017 .exit9
d018 .nextPatternByte
d01e .displayACharacter16ColourMODE
d023 .iloop
d03e .getCharacterDefinitionAddress
d9cd .resetEntryPoint
d9e7 .clearRAM
da03 .setUpSystemVIA
da42 .setUpPage2
daaa .resetClearAllSounds
dabd .selectROMLoop
dad5 .nextROM
dae3 .nextByteInROM
dafb .noCopyright
daff .romComparisonDone
db27 .skipSpeech
db82 .outputTwoNewlines
db87 .skipStartupMessage
dbb8 .setTapeFSAndFindLanguageROM
dbbe .checkForFindingLanguageROM
dbc8 .findBestLanguageROM
dbda .brkNoLanguageError
dbe6 .resetAndEnterLanguageROM
dbe7 .osbyte142EntryPoint
dc08 .tubeCopyLanguageROMToSecondProcessorLocal
dc0b .osrdrmEntryPoint
dc16 .selectROM
dc1c .irqEntryPoint
dc27 .brkRoutine
dc54 .brkHandler
dc68 .rs423Handler
dc78 .rs423SetRequestToSendInactive
dc7a .rs423BufferSpaceOK
dc93 .irq1Handler
dca2 .irq1CheckACIA
dcb3 .rs423ErrorDetectedSetAY
dcb8 .rs423ErrorDetected
dcbf .writeToACIA
dcdd .exit13
dcde .rs423HasControl
dcf3 .unrecognisedInterrupt
dd06 .irq1CheckSystemVIA
dd34 .restoreAndFlipBit
dd3d .doneFlashingColours
dd47 .irq1CheckUserVIA
dd69 .irq1CheckSystemVIASpeech
dd79 .updateSpeech
ddb2 .feedSpeechChipWithDataLoop
ddb2 .enableOrDisableSpeech
ddb8 .writeCommandAndAddressToSpeechProcessor
ddbb .writeROMAddressToSpeechProcessor
ddc9 .exit14
ddca .irq1CheckSystemVIA100HzTimer
de47 .irq1CheckSystemVIAADCEndConversion
de6c .clearInterrupt4
de6e .storeToSystemVIAIFR
de72 .irq1CheckSystemVIAKeyboard
de82 .restoreRegistersAndReturnFromInterrupt
de89 .irq2Handler
de8c .osbyte17EntryPoint
de8f .startADCConversion
dea9 .displayString
deab .displayStringAY
deb1 .printMessage
debb .osbyte129Timed
dec5 .osrdchEntryPoint
dec7 .readCharacterTimed
dee6 .readCharacterFromCurrentInputBufferLoop
def2 .checkForTiming
df00 .setEscapeConditionAndExit
df03 .pullAndReturn
df0c .copyrightString
df10 .starCommandTable
df89 .oscliEntryPoint
df9e .stringOK
dfbe .startLookingForCommand
dfc4 .compareCharacterInCommand
dfcd .atEndOfCommandName
dfd7 .lookForCommand
dfe2 .namesDontMatch
dfe6 .foundDot
dff2 .endOfCommandStringFound
dff4 .foundMatchForCommand
e004 .prepareRegistersForStarCommand
e009 .convertStringInputPointerToXY
e00d .convertStringAddressToXY
e017 .exit15
e018 .basicEntryPoint
e021 .passCommandToROMs
e031 .passToCurrentFilingSystem
e034 .osbyte139EntryPoint
e035 .osbyte127EntryPoint
e039 .incAndSkipSpaces
e03a .skipSpacesAndCheckForCRInStringInput
e040 .compareWithReturnAndExit
e043 .skipSpacesAndComma
e045 .skipSpacesAndCommaValid
e04e .parseDecimalNumberFromString
e056 .readingDigits
e076 .finishedParsingDigits
e07c .readNextDigitFromString
e07d .readDigitFromString
e08a .notAHexByte
e08d .errorReadingString
e08f .readHexDigit
e0a4 .oswrchEntryPoint
e0bb .skipEconetProcessing
e0c8 .skipVDUOutput
e0d1 .printerEnabled
e0d6 .printerDisabled
e0f7 .skipRS423Output
e10d .oswrchFinishUp
e114 .sendCharacterToPrinter
e11e .sendValidByteToPrinter
e138 .pullAndExit14
e139 .exit16
e13a .openPrinterChannel
e164 .checkForSerialPrinter
e170 .clearBusyFlagAndSetRS423Active
e173 .setRS423Active
e17a .writeToACIARequestToSend
e17c .osbyte156EntryPoint
e189 .storeACIAAndPull
e190 .exit17
e191 .userPrinter
e197 .osbyte123EntryPoint
e19b .printerServiceCallIfNotEmpty
e1a2 .printerServiceCall
e1a4 .selectPrinterType
e1ad .flushBufferX
e1ae .flushSoundBufferX
e1bb .flushNonSoundBufferX
e1cb .skipInputBufferHandling
e1d1 .cnpEntryPoint
e1da .countBuffer
e1f8 .addByteToBuffer
e20d .exit18
e20e .clearOSFILEAddress
e21f .shiftDigitIntoAddress
e23c .starLoad
e23e .starLoadSave
e267 .brkBadAddress
e275 .osbyte119EntryPoint
e281 .starSpool
e2a0 .checkForErrorAndLoadFile
e2a5 .callOSFILEWithParameterBlockForLoadSave
e2ad .readOSFILEAddress
e2c2 .starSave
e2ed .explicitEndAddressFound
e310 .badCommandError
e31d .badKeyError
e327 .starKey
e342 .fxEntryPoint
e348 .starCommandsForSpecificOSBYTEs
e36c .parsedParameters
e377 .addStarKeyString
e3a3 .skipRestOfLoop
e3a8 .getStarKeyStringLength
e3d1 .compactStarKeyStrings
e3e9 .keyInUseError
e435 .bufferAddressesHigh
e43e .bufferAddressesLow
e447 .emptyBufferStartOffset
e450 .getBufferAddress
e45b .osbyte152EntryPoint
e460 .osbyte145EntryPoint
e461 .remJumper
e464 .remEntryPoint
e48f .recallAndExit
e491 .pullClearCarryAndExit
e494 .eventEntryPoint
e4a8 .generateEventAndPutByteIntoBuffer
e4af .osbyte138EntryPoint
e4b0 .insJumper
e4b3 .insEntryPoint
e4d4 .insertIntoFullBuffer
e4df .pullTwiceSetCarryAndExit
e4e0 .pullSetCarryAndExit
e4e3 .isLetter
e4ee .noLetter
e4ef .yesLetter
e4f1 .insertByteIntoKeyboardBuffer
e4f3 .osbyte153EntryPoint
e513 .exitWithCarryClear
e515 .handleCursorKeysAndCOPY
e519 .handleFunctionKeyPress
e534 .errorOnReadingCharacterFromScreen
e539 .readFromInputBufferX
e577 .readFromEconetOrSoftKeyOrInputBufferA
e57e .netvJumper
e581 .readFromSoftKeyOrInputBufferA
e592 .exitWithCarryClear2
e593 .exit21
e594 .expandSoftKey
e5a6 .handleCOPYkeyToReadCharacterFromScreen
e5b3 .osbyteAndOSWORDRoutineTable
e657 .osbyte136EntryPoint
e659 .uservJumper
e65c .osbyte126EntryPoint
e673 .osbyte124EntryPoint
e674 .osbyte125EntryPoint
e67f .osbyte137EntryPoint
e689 .osbyte8EntryPoint
e68b .osbyte7EntryPoint
e6a7 .setSerialULADirectly
e6ad .putNewSettingYInXAndReturn
e6ae .setXAndReturn
e6b0 .osbyte9EntryPoint
e6b2 .osbyte10EntryPoint
e6d3 .osbyte2EntryPoint
e6f9 .osbyte13EntryPoint
e6fa .osbyte14EntryPoint
e706 .osbyte16EntryPoint
e713 .osbyte129EntryPoint
e721 .readNegativeKeyNumber
e729 .setXYAndExit
e729 .osbyte130EntryPoint
e732 .countNegativeBuffer
e738 .countBufferStartup
e73b .purgeBuffer
e73e .countOrPurgeBuffer
e741 .getRS423InputBufferFreeBytes
e74f .osbyte128EntryPoint
e75f .lastChannelConverted
e772 .osbyteEntryPoint
e78a .osbyte166to255orOSWORD224to255
e78e .osbyte117To160
e791 .indexToTable
e793 .osbyteOrOSWORDTableLookup
e7a2 .skipEconetCall
e7b6 .setCarryXAndJumpOSBYTE
e7bc .finishUpOSBYTEOrOSWORD
e7c2 .osbyte0to116
e7c8 .unknownOSBYTEOrOSWORD
e7ca .pullTwiceAndOfferCallToROMs
e7d6 .romsDontRecogniseUnknownCommand
e7dc .shouldPrintMessage
e7eb .oswordEntryPoint
e803 .osword5EntryPoint
e80b .osword6EntryPoint
e812 .zeroAAndExit
e815 .setUpDataBlock
e81e .exitWithX1
e821 .osbyte0EntryPoint
e82d .osword7EntryPoint
e869 .finishUpSound
e86c .osbyte117EntryPoint
e86f .vdu7EntryPoint
e887 .markAsUsedAndSendToBuffer
e88d .osword7Speech
e8a4 .addPitchAndDurationToSoundBuffer
e8ae .osword8EntryPoint
e8bb .copyEnvelopeLoop
e8c9 .getChannelNumberAndFlush
e8c9 .getSyncNumberAndHold
e8d1 .osword3EntryPoint
e8d5 .osword1EntryPoint
e8d8 .readFiveBytesIntoBlock
e8e3 .exit22
e8e4 .osword4EntryPoint
e8e8 .osword2EntryPoint
e8ee .writeFiveBytesFromBlock
e8f2 .writeClockLoop
e902 .osword0EntryPoint
e91d .readLineInputBufferFull
e91f .retryReadWithoutIncrementingPosition
e920 .retryReadIncrementingPosition
e921 .outputCharacterAndReadAgain
e924 .readInputCharacter
e96c .outputNewlineAndExit
e972 .exitWithNegativeAndCarryFlagsSet
e976 .osbyte5EntryPoint
e988 .osbyte1EntryPoint
e988 .osbyte6EntryPoint
e98c .osbyte12EntryPoint
e995 .osbyte11EntryPoint
e997 .osbyte3EntryPoint
e997 .osbyte4EntryPoint
e99a .readWriteSystemVariable
e99c .osbyte166to255EntryPoint
e9ac .exit23
e9ad .bufferTypeAndSerialBaudRatesTable
e9b6 .osbyte19EntryPoint
e9c0 .osbyte160EntryPoint
e9c8 .osbyte18EntryPoint
e9d9 .osbyte118EntryPoint
e9e7 .popRollAndExit
e9ea .turnOnKeyboardLightsAndTestEscape
e9f5 .skipKeyboardLights
e9f8 .writeAToSystemVIARegisterB
e9ff .osbyte154EntryPoint
ea00 .setVideoULA
ea10 .osbyte155EntryPoint
ea11 .osbyte155Internal
ea1d .gsinitForFilenameParsing
ea1e .gsinitEntryPoint
ea2f .gsreadEntryPoint
ea31 .gsreadInternal
ea3f .notRETURN
ea4b .notSPACE
ea5a .finishedString
ea5f .notDOUBLEQUOTE
ea89 .finishUpReadClearV
ea8a .finishUpReadX
ea8f .brkBadString
ea9c .implementSHIFT
eaac .flipBitsForShift
eab8 .flipBitFourIfNotCtrlCharacter
eabc .flipBitFourOnly
eabe .exit24
eabf .implementCTRLCodes
ead2 .runBootString
ead9 .osbyte247EntryPoint
eae3 .osbyte144EntryPoint
eaf4 .osbyte147EntryPoint
eaf9 .osbyte149EntryPoint
eafe .osbyte151EntryPoint
eb03 .silenceChannelX
eb0a .setChannelXVolume
eb21 .sendToSoundChip
eb22 .sendToSoundChipFlagsAreadyPushed
eb40 .soundParameterTable
eb44 .skipToNextChannelLocal
eb47 .processSoundInterrupt
eb59 .processSoundChannelLoop
eb69 .chooseNextSound
eb6c .continueExistingSound
eb84 .skipUpdateOfCurrentSound
eb87 .notAtEndOfCurrentSoundDuration
ebcf .skipToggleBits
ebe1 .updateAmplitude
ec07 .adjustEnvelopePitch
ec3d .countdownTimerNotFinished
ec59 .skipToNextChannel
ec60 .clearSoundChannels
ec6b .checkForNextSoundToPlay
ec90 .skipResetAsBufferIsNotEmpty
ec9f .readNextSoundFromBufferAndProcessLocal
eca2 .clearSoundChannelBuffer
ecbc .syncSoundBufferEmpty
ecd0 .silenceNonEnvelopeSound
ecda .exit25
ecdb .syncSounds
ed01 .setPitch
ed06 .setPitchChanged
ed16 .setPitchNotNoise
ed2f .finishedGettingOctave
ed95 .localSendToSoundChipFlagsAreadyPushed
ed98 .readNextSoundFromBufferAndProcess
edb7 .playNewSound
edf7 .setDurationAndExit
edfb .pitchLookupTableLow
ee07 .pitchLookupTableHigh
ee13 .setInitialSpeechPHROMNumber
ee18 .readByteFromROMOrPHROM
ee3b .readFromPHROM
ee40 .loopNextByte
ee51 .readByteFromROMFSorPHROM
ee59 .romServiceCall
ee62 .readByteFromPHROM
ee6d .osbyte158EntryPoint
ee71 .writeTwoNybblesOfAddressToSpeechProcessor
ee7a .writeLoadAddressCommandToSpeechProcessor
ee7f .osbyte159EntryPoint
ee82 .readWriteSpeechProcessor
ee84 .readWriteSpeechProcessorPushedFlags
eeaa .speechProcessingDone
eead .setROMOrPHROMAddress
eebb .writeAddressAndROMNumberToSpeechProcessor
eed9 .exit26
eeda .tidyUpAfterKeyboardProcessing
eeeb .keyboardIndicators
ef02 .keyEntryPoint
ef0e .keyVClear
ef13 .keyboardTimerInterrupt
ef16 .keyTestSHIFTAndCTRLOrTimerInterrupt
ef2a .testCTRL
ef42 .storeLastKeyPressed
ef4a .resetAutorepeatAndContinue
ef4d .noLastKeyPressed
ef50 .checkForKeyAutorepeat
ef74 .resetKeyboardStatusAndTimer
ef7b .afterModifiers
ef7e .testCapsLock
ef91 .getASCIICode
efa4 .localResetAutorepeatAndContinue
efb5 .testCapsLockEngaged
efc1 .testShiftEnabled
efc6 .testShift
efd1 .testESCAPEcode
efe9 .keyboardRolloverChecks
f007 .storeKeyAndReset
f00c .localTidyUpAfterKeyboardProcessing
f00f .keyPressedInterrupt
f012 .continueKeyProcessing
f01f .resetAutorepeatCounters
f02a .interrogateKeyboard






eeeb .keyboardIndicators
f12e .enableKeyboardScanning
